user_id,Username,anime_id,Anime Title,rating
1067399,VicenzoAttilio,1536,Busou Renkin,9
1090381,dewidepewi,17895,Golden Time,6
104939,VScosplay,189,Love Hina,7
40245,santetjan,364,Gallery Fake,6
116193,Harumaro,1840,Zero no Tsukaima: Futatsuki no Kishi,7
499788,RahzenshiaRose,5681,Summer Wars,9
2525,McDohl,2198,Aa! Megami-sama! Sorezore no Tsubasa Specials,7
116044,virtual-hl,27663,Baby Steps 2nd Season,9
400164,ChibiCrashey,7724,Shiki,9
384881,Seminix,106,Hana yori Dango,6
319857,Marston,454,.hack//Gift,6
959761,frobz91,10620,Mirai Nikki (TV),8
483392,pagis,1132,Digimon Frontier,9
344875,BlueJay1,20541,Mikakunin de Shinkoukei,3
340744,Asturaetus,2727,Sweet Valerian,5
464893,djbrugge,382,Futari Ecchi,5
500694,couchmallows,38826,Tenki no Ko,8
543959,Zaraki-Lover,9065,Hakuouki: Hekketsuroku,9
1097919,BadCriticism,12859,One Piece Film: Z,4
438338,phooge,1079,Armitage III,7
1225489,Aloxamax,36873,Back Street Girls: Gokudolls,6
90306,AkaSmiley,8676,Amagami SS,8
541165,Marron_WWiO,32915,Durarara!!x2 Ketsu: Dufufufu!!,9
28104,Raitou-,267,Gungrave,7
523401,Rollz,597,Neko no Ongaeshi,7
1215161,TheShinso,1195,Zero no Tsukaima,7
489066,Kei221,36275,Natsume Yuujinchou Roku Specials,8
358517,SSpirate,6802,So Ra No Wo To,7
37911,stationry,1978,Onkyo Seimeitai Noiseman,7
102346,jer01,2129,True Tears,9
499218,king_89,53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,10
25423,israel,889,Black Lagoon,8
2480,rolie123,1011,Ranma ½ Super,9
12530,Resska,191,Love Hina Christmas Special: Silent Eve,7
65128,innerchorus,9756,Mahou Shoujo Madoka★Magica,9
401785,Lostkey,248,Ichigo 100%,6
315248,wicilith,13335,Fuse: Teppou Musume no Torimonochou,7
369904,Ahmadov,4884,Tales of the Abyss,5
36693,ANN-abunai,1865,Getsumen To Heiki Mina,4
466634,Choco_Maniac_13,65,Rozen Maiden: Träumend,7
1238999,MoonJump,1604,Katekyo Hitman Reborn!,6
533731,irohamomiji,2025,Darker than Black: Kuro no Keiyakusha,8
27804,OddioFreak,467,Koukaku Kidoutai: Stand Alone Complex,7
430408,lolijandro,3467,Nogizaka Haruka no Himitsu,6
1127035,CoffiHoli,6512,Nyan Koi!,8
1064515,LanaChanP,12355,Ookami Kodomo no Ame to Yuki,10
111612,Ningushi,5081,Bakemonogatari,10
11350,saizo6,5593,Dogs: Bullets & Carnage,8
424532,Ewi,4224,Toradora!,10
309506,Raiquiis,28623,Koutetsujou no Kabaneri,7
355842,OriginsofSpirits,10321,Uta no☆Prince-sama♪ Maji Love 1000%,9
466671,PlaguedDarkness,38000,Kimetsu no Yaiba,9
6140,trafagibr,19163,Date A Live II,7
62467,ReaperBunny,226,Elfen Lied,7
1135595,Hungz0rs,4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7
362933,AprilDruid,17651,Genei wo Kakeru Taiyou,5
93093,Yagami_Rimmer,387,Haibane Renmei,9
509912,maKAKERO,20,Naruto,6
774449,delphist2008,10620,Mirai Nikki (TV),9
495301,tamias,45613,Kawaii dake ja Nai Shikimori-san,6
377638,Hache,26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8
16616,iKji,7674,Bakuman.,4
353210,superlove312,1482,D.Gray-man,8
65593,Brila,18893,Aoki Hagane no Arpeggio: Ars Nova,7
90618,kuglefang,6465,Kangoku Senkan,7
112356,BooShadows,761,Naruto: Akaki Yotsuba no Clover wo Sagase,5
515307,naivety,1482,D.Gray-man,7
358738,paradoxspiral,7897,Issho ni Sleeping: Sleeping with Hinako,2
102095,Ainsel,3430,Blame! Prologue,7
633897,blackstar719,16397,Photokano,7
32246,mikuruhi,4896,Umineko no Naku Koro ni,9
470359,Lacktone,6573,Darker than Black: Ryuusei no Gemini,6
554173,irnsht,35298,Ramen Daisuki Koizumi-san,7
1138531,Riandro,16518,Arata Kangatari,9
544327,steg22,25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,8
1287469,camel-d,38993,Karakai Jouzu no Takagi-san 2,6
1084393,YuriInLuck,30123,Akagami no Shirayuki-hime,8
934639,tveche,6637,Higashi no Eden Movie II: Paradise Lost,9
1085875,2hard2bblack,8516,Baka to Test to Shoukanjuu Ni!,9
2324,kirAth-shiAue,2418,Stranger: Mukou Hadan,8
1085199,Chiiix3,41468,Burn the Witch,8
356071,Golborne,10396,Ben-To,5
298791,ShenDytan,5042,Kiss x Sis,8
306095,SaKensei,1575,Code Geass: Hangyaku no Lelouch,10
1121583,yoryoko,8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,10
359211,Marangos,6862,K-On!: Live House!,6
736587,Ginnunga25gap,4722,Skip Beat!,8
369238,htdepaula,12189,Hyouka,8
76334,layhas,969,Tsubasa Chronicle 2nd Season,8
24629,Xephifer,1017,Majutsushi Orphen,7
953929,KeyboardBunny,2752,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,7
291734,Arstra,304,Aa! Megami-sama! Movie,9
1218209,phelype,24781,Imawa no Kuni no Alice,10
414011,MrChamploo,40356,Tate no Yuusha no Nariagari Season 2,8
321843,ShinyVaati,4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,9
384126,sebastian_b_b,267,Gungrave,8
444029,faasf,133,Green Green,8
434744,Galarn,40262,Haikyuu!! Riku vs. Kuu,9
31896,leiramm,3572,Macross F,8
355459,Shippu7,34076,Uchouten Kazoku 2,7
1145687,hafiz_kun,12879,Dantalian no Shoka: Ibarahime,6
547553,Goldfighter,1535,Death Note,9
546700,anilover07,5460,Detective Conan Movie 13: The Raven Chaser,10
1180485,AkiJuro,9982,Fairy Tail OVA,10
1270093,Ryomou,20583,Haikyuu!!,9
556617,suzuha,10863,Steins;Gate: Oukoubakko no Poriomania,7
80516,aswani,19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,6
93364,Quellsmat,319,Happy World!,6
22979,voxinraleigh,33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,7
482632,chiiaki,5530,Pandora Hearts,9
840353,2LazyToCare,52355,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,3
53838,ChocoEllis,93,Kidou Senshi Gundam SEED,9
42349,Fakia,1868,Giniro no Olynsis: Tokito,1
721407,J4ester,9041,IS: Infinite Stratos,10
452376,Marukawa01,9331,Yumekui Merry,7
462027,patterns_unseen,4280,Kara no Kyoukai Movie 4: Garan no Dou,9
81177,blacknegro,189,Love Hina,10
67254,kaztar,28891,Haikyuu!! Second Season,8
454354,Seraph1,1017,Majutsushi Orphen,9
435695,Bewitchi,198,Speed Grapher,4
1145885,Chaosurt,20,Naruto,7
308687,kleinisfijn,23199,Durarara!!x2 Shou,7
31065,VirtualS,4923,Akai Hayate,4
53132,eNVee,3087,Cencoroll,9
718051,bureaulamp,3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7
28681,Simbelmyne,1033,Sennen Joyuu,8
415847,Shyrius,17909,Uchouten Kazoku,9
365989,Jushirou,226,Elfen Lied,8
8553,miko-chan,49987,Papa Katsu!,7
478820,jbro,18153,Kyoukai no Kanata,7
400203,Cornholio77,8246,Naruto: Shippuuden Movie 4 - The Lost Tower,8
567873,sum41,11237,Hidamari Sketch x SP,9
1230221,marcusgx,153,Juuni Kokuki,8
479185,UltimaKyuubi,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
495382,Fiddel,152,Solty Rei,8
1004543,MissFelis,4918,xxxHOLiC Shunmuki,8
1223905,Amarillis,23199,Durarara!!x2 Shou,9
297630,Zeraiy,50,Aa! Megami-sama! (TV),10
804641,Soulbeere,33486,Boku no Hero Academia 2nd Season,8
107549,Filadeus,5332,Toshokan Sensou: Koi no Shougai,5
92483,Wiggin,13333,Tari Tari,8
1239787,Maddiee,6880,Deadman Wonderland,8
1105027,Haruka97,4581,Shikabane Hime: Aka,5
2211,Synn,27,Trinity Blood,10
505202,markichu,552,Digimon Adventure,8
82301,Rebellion,2148,Okane ga Nai,9
364660,Glyphs,9074,Arakawa Under the Bridge x Bridge,6
479015,axiro,747,Haru wo Daite Ita,7
48718,strawberry-dango,1818,Claymore,9
61122,chackabure,35760,Shingeki no Kyojin Season 3,8
1219367,Otaku_808,29589,Denpa Kyoushi,8
68636,Muddy,3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,8
1274581,thump65,2966,Ookami to Koushinryou,7
18643,Naturalrice,1195,Zero no Tsukaima,10
551217,LilySchnee,889,Black Lagoon,10
391969,mm_railgun,6746,Durarara!!,7
1236037,Ledard,12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,9
508938,Mysado,72,Full Metal Panic? Fumoffu,9
410705,Roxanexx,45,Rurouni Kenshin: Meiji Kenkaku Romantan,10
751535,STIGMA2X,762,Bleach: Memories in the Rain,10
948815,WinterBarrows,3457,Vampire Knight,8
992187,thierry_dondake,31173,Akagami no Shirayuki-hime 2nd Season,7
293680,Devoured,17074,Monogatari Series: Second Season,8
10381,vicious357,249,InuYasha,4
374039,radical_mess,5079,Kurokami The Animation,7
470347,Seikaius,33,Kenpuu Denki Berserk,8
491494,Tofik,41457,86,10
446494,Ardamaeus,32030,MEMORiES MELODiES,3
115297,zizepki,1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7
604757,luneice,30347,Nanatsu no Taizai OVA,9
320705,toughfruits,14921,RDG: Red Data Girl,6
365432,DrAgNmAsTr,8652,Arbeit Shiyo!!,6
89679,bobojobo,974,Dead Leaves,6
985633,PlubicHousing,227,FLCL,9
20568,DarkFox052,38101,5-toubun no Hanayome,8
492823,evilnixon,14075,Zetsuen no Tempest,9
355637,devoid,264,Hajime no Ippo: Champion Road,9
411269,kantori,22147,Amagi Brilliant Park,7
409312,Pivotman225,14719,JoJo no Kimyou na Bouken (TV),7
339622,AK-404,53126,Yamada-kun to Lv999 no Koi wo Suru,7
1104301,JoRox90,21,One Piece,10
350358,kiras7,2476,School Days,7
393887,Ankus,8063,Sekaiichi Hatsukoi OVA,7
537971,rimagi,32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8
1123783,StyleF1re,24261,Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,2
373869,TubbyToad,9760,Hoshi wo Ou Kodomo,9
361263,holatuwol,5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,6
307019,idieslove,2236,Toki wo Kakeru Shoujo,10
495725,kerowillyam,3588,Soul Eater,9
23441,underhill,37514,Made in Abyss Movie 1: Tabidachi no Yoake,7
55754,boqbqb,4901,Black Lagoon: Roberta's Blood Trail,9
441451,springrolls,957,Saiunkoku Monogatari,9
354344,SURAIRU,269,Bleach,9
89942,KeFFi,24833,Ansatsu Kyoushitsu,8
911695,Adeios,1028,Arete Hime,7
57880,InstantNoodles,256,Hoshi no Koe,7
479909,ChristianQuijano,591,Amaenaide yo!!,6
415532,BLITZKAI,17389,Kingdom 2nd Season,6
102475,Gallarn,1142,Hachimitsu to Clover II,8
5420,skyechan,33486,Boku no Hero Academia 2nd Season,9
325263,Astadorian,8756,Bishoujo Senshi Sailor Moon Memorial,9
76322,Girlz101,8425,Gosick,9
338177,Khenyot,4657,Arad Senki: Slap Up Party,7
450261,Mahoses,6127,Toradora!: SOS! Kuishinbou Banbanzai,9
395555,pinknightmares,16774,Inferno Cop,5
52848,konimini,52,Kidou Tenshi Angelic Layer,8
1097673,Kanadanaka,6336,Kidou Senshi Gundam Unicorn,9
1076075,Astri77,4744,Akaneiro ni Somaru Saka,7
458994,gosucat,1535,Death Note,9
27082,avelmaevis,1203,Nitaboh,8
22792,KuyahRed,9756,Mahou Shoujo Madoka★Magica,10
317701,dawid550,13535,Binbougami ga!,9
1268905,SnowyGranius,18671,Chuunibyou demo Koi ga Shitai! Ren,5
1214057,Loire_,33082,Kingsglaive: Final Fantasy XV,6
427101,Jiyuuryu,8460,Mirai Nikki,7
317641,Mckufi,249,InuYasha,8
91408,L7uki,1840,Zero no Tsukaima: Futatsuki no Kishi,8
496816,natylachik,68,Black Cat (TV),9
408269,sieg123,935,Witchblade,8
392924,staringatthesun,357,Bokusatsu Tenshi Dokuro-chan,8
297598,RosaUshiromiya,652,Galaxy Angel Z,6
474751,tinkerhell,164,Mononoke Hime,9
34306,Nyorai,12565,Fate/Prototype,7
380500,Mirian,245,Great Teacher Onizuka,9
390778,eidobot,13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6
113699,linnet,2034,Lovely★Complex,10
984845,Kekar,31318,Comet Lucifer,7
51960,RedWolf,76,Mahou Shoujo Lyrical Nanoha,5
943665,mani_donte,24,School Rumble,7
305642,CaptHAF11,461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,9
435166,TimmoL,143,Kannazuki no Miko,6
537005,TataPsychopata,4744,Akaneiro ni Somaru Saka,7
463167,Broman,433,"Kumo no Mukou, Yakusoku no Basho",8
327204,NEEXT,8277,Hyakka Ryouran: Samurai Girls,9
1263217,djoleary,4063,Sekirei,9
2276,Sitha,17741,Kimi no Iru Machi,7
1256729,Nixini,6547,Angel Beats!,8
484366,Crystos12,2167,Clannad,9
321484,Gin-Senpai,10578,C³,8
1179219,jffearbkhlhgjgjg,532,Bishoujo Senshi Sailor Moon S,10
378572,Takata,35672,Yama no Susume Third Season,8
89364,fred62,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,8
1175721,hanzzzz89,37078,Quanzhi Gaoshou Specials,8
505837,Rincchi,15687,Chuunibyou demo Koi ga Shitai! Lite,6
41042,Kamidoni,2404,Zombie-Loan,9
315376,Kuunvarjo,9963,Detective Conan Movie 15: Quarter of Silence,10
435974,garyoaklol,28171,Shokugeki no Souma,10
31711,Dave_Everdeen,29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,3
16298,MJGPIMPIN,23289,Gekkan Shoujo Nozaki-kun,8
445795,GrimX,37976,Zombieland Saga,8
393976,tomosatsui,11235,Amagami SS+ Plus,7
94716,Ryoumei,48561,Jujutsu Kaisen 0 Movie,8
290345,osteo,15689,Nekomonogatari: Kuro,8
1488,Sceleris,841,Colorful,6
1238017,Jyu_Viole_Grace,880,Aa! Megami-sama! Sorezore no Tsubasa,10
444639,RelicDemon,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,6
403641,ls95,1222,Bokura ga Ita,8
813923,orwahwardat,146,Kono Minikuku mo Utsukushii Sekai,7
80867,MeiaRan,4752,Vampire Knight Guilty,10
360676,Parkiet,20787,Black Bullet,6
25003,SoundHyp,133,Green Green,8
296702,Andazu,10156,Sacred Seven,6
328454,pyrce,7817,B-gata H-kei,9
378943,JustLain,23277,Saenai Heroine no Sodatekata,5
366303,F50NOS,8514,Break Blade Movie 2: Ketsubetsu no Michi,8
28331,sushi-InSAnE,1735,Naruto: Shippuuden,9
35577,PieHole,857,Air Gear,6
1237189,that-asian-kid,1689,Byousoku 5 Centimeter,10
515309,projectvirtue,34636,Ballroom e Youkoso,7
491052,BlackRei,34299,Digimon Adventure tri. 4: Soushitsu,7
511307,alexc612,30,Neon Genesis Evangelion,4
1195635,VirescentZephyr,6505,There She Is!!,8
1103679,Mirado,568,Bubblegum Crisis Tokyo 2040,6
342235,Wilczy,245,Great Teacher Onizuka,10
339718,canon_memphis,104,Ayashi no Ceres,10
562387,pacify,195,Onegai☆Teacher,7
337075,pachinko-police,24231,Hitsugi no Chaika: Avenging Battle,8
298505,tanoshii_boushi,490,Paniponi Dash!,8
107349,Deedlit,2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,7
411124,Angelbox001,21339,Psycho-Pass Movie,10
55393,gaikamoku,1440,Ninja Mono,5
40719,Nano,3221,Shakugan no Shana-tan Movie,7
62973,Jing48,27821,Fate/stay night: Unlimited Blade Works Prologue,10
88613,black_vs_white,5150,Hatsukoi Limited.,7
104073,Koryu,16011,Tokyo Ravens,5
314598,Neverarine,257,Ikkitousen,4
737017,YuuriPL,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,9
1207641,superskinny,48569,86 Part 2,9
488253,bsaft,430,Fullmetal Alchemist: The Conqueror of Shamballa,10
491168,Night_Live,19367,Galilei Donna,10
106151,rickyjrbd,1313,Digimon Adventure 02,8
647471,baziol1234,35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,9
310685,Aurabolt12,185,Initial D First Stage,7
114737,sirwence,23233,Shinmai Maou no Testament,7
90747,Korppi,9471,Baka to Test to Shoukanjuu: Matsuri,8
1084363,greinrift,21995,Ao Haru Ride,8
18609,yuudesu,61,D.N.Angel,7
302575,Natsuxx_fire,10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",7
490239,kyuu98,1363,Detective Conan Movie 04: Captured in Her Eyes,6
395000,Dafster,28623,Koutetsujou no Kabaneri,7
429557,Kagenokami,4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7
399069,asianJ5429,10087,Fate/Zero,9
24959,Aphexic,121,Fullmetal Alchemist,7
338646,anbc1994,4999,Asu no Yoichi!,7
488239,Soulinekk,7817,B-gata H-kei,8
413685,masticayescupe,10590,Reunion,6
919931,Faded_Illusion,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,8
471455,Darthsorrow,1840,Zero no Tsukaima: Futatsuki no Kishi,8
649357,BoneSenpai,4654,Toaru Majutsu no Index,8
1191815,Uchiose,35203,Isekai wa Smartphone to Tomo ni.,6
1066779,Beyourseelf,64,Rozen Maiden,10
1130641,Lilithstein,813,Dragon Ball Z,10
323501,theharshone,5177,Denpa-teki na Kanojo,9
2184,Zirgo,81,Kidou Senshi Gundam: Dai 08 MS Shoutai,7
46915,adatti,356,Fate/stay night,6
506796,Ichi-Nyu,934,Higurashi no Naku Koro ni,7
1076869,sol_hidden,38797,"Papa datte, Shitai",6
88087,ranka-chan,345,Eikoku Koi Monogatari Emma,10
325076,RWard,2421,Super Kuma-san,5
108057,holland6045,3653,Kurogane no Linebarrels,8
76037,Rikimaru_Ikusabe,1,Cowboy Bebop,10
361428,qaaz,138,Hunter x Hunter: Greed Island,9
856885,Gotita,934,Higurashi no Naku Koro ni,10
61125,YamiAtem,21863,Mangaka-san to Assistant-san to The Animation,4
463374,dinchess,59,Chobits,8
8105,Mekran,1686,Bleach Movie 1: Memories of Nobody,5
44941,nowol,53,Ai Yori Aoshi,7
557343,Silver_Marisol,9793,Senjou no Valkyria 3: Tagatame no Juusou,8
57680,Guernsey,317,Final Fantasy VII: Advent Children,9
57292,Sepyuff,120,Fruits Basket,8
739205,misterjap,35120,Devilman: Crybaby,8
420774,d0rkh4n,901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",10
465263,Animalfangirl,853,Ouran Koukou Host Club,10
331516,OminousWrex,11843,Danshi Koukousei no Nichijou,7
364444,StuermJ,489,Kamichu!,7
22962,djdrocco,1339,Cool Devices,3
427356,Firs058,195,Onegai☆Teacher,9
364162,kuchikiL,31500,High School Fleet,8
342222,Sillfon,269,Bleach,9
117901,Chthonia,58,Blue Gender,6
535853,kiuB,2904,Code Geass: Hangyaku no Lelouch R2,10
1210445,Keldaris,1017,Majutsushi Orphen,9
1221761,TedJustice,265,Hajime no Ippo: Mashiba vs. Kimura,8
1203091,LaenaZ,6112,Shin Koihime†Musou,6
1214529,EsPwnage,6573,Darker than Black: Ryuusei no Gemini,5
1054795,emusiolina,5682,Phantom: Requiem for the Phantom,7
1206917,Superstormer666,20787,Black Bullet,6
72574,cdsboy,4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,6
417448,drachryn,2605,Sayonara Zetsubou Sensei,9
104411,kurotan,4975,ChäoS;HEAd,8
1198559,TheCutieew,25777,Shingeki no Kyojin Season 2,8
392536,giblord,1604,Katekyo Hitman Reborn!,9
1210791,Volmarg,13125,Shinsekai yori,10
20550,Vizard,21067,Strange+,5
50058,makaryn,33047,Fate/Extra: Last Encore,4
53469,Deedz,3772,Saiko Robot Kombock,5
739757,Killawiffa,20785,Mahouka Koukou no Rettousei,6
1065691,GonzoArmstrong,73,Full Metal Panic! The Second Raid,8
440638,bt13,20,Naruto,8
98575,tsukasa-L,523,Tonari no Totoro,8
359673,Kanamchik,4765,Gunslinger Girl: Il Teatrino OVA,8
341842,romanwarrior84,37202,Radiant,7
1163013,Sir2win,48649,Fuuto Tantei,7
7170,HNTI,4196,Ikkitousen: Great Guardians,7
336289,kckitty88,20787,Black Bullet,8
426898,darkhalo180,226,Elfen Lied,5
1243937,thedamntrain,32901,Eromanga-sensei,6
20669,matandov,1132,Digimon Frontier,9
311666,FriendF,9253,Steins;Gate,9
313484,Kiinho,10798,Un-Go,8
101955,Trilioh,1691,Kaze no Stigma,6
420934,Matheson,849,Suzumiya Haruhi no Yuuutsu,7
474118,frtztrk,40056,Deca-Dence,7
559283,aytrax,11597,Nisemonogatari,9
2511,HGFenn85,14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,8
59487,titman,72,Full Metal Panic? Fumoffu,7
85772,homovillain,15227,Kono Sekai no Katasumi ni,8
481114,LucasKEN,3464,Kemeko Deluxe!,10
41900,xz3120x,120,Fruits Basket,9
531095,GangstaWeeaboo,908,Fullmetal Alchemist: Premium Collection,7
446128,hakeya,37806,Gunjou no Magmell,7
24203,SaintMage,1546,Negima!?,10
67142,kittykun2011,6707,Kuroshitsuji II,9
1259931,willytoto,11777,Lupin III: Chi no Kokuin - Eien no Mermaid,7
304783,root,6675,Redline,8
408504,flpmni,16049,Toaru Kagaku no Railgun S,6
305143,Aefener,30709,Kamisama Hajimemashita: Kako-hen,9
425609,GrumpyKir,50602,Spy x Family Part 2,7
88552,Usagi-Kana,2928,.hack//G.U. Returner,8
12865,WingZero1223,22199,Akame ga Kill!,8
390726,Hiikage,6702,Fairy Tail,9
443997,Strangelover,7193,Aoi Bungaku Series,10
26928,Nebiros,1943,Paprika,10
1066121,LovelyLexi,143,Kannazuki no Miko,6
1076961,Heiyami,13333,Tari Tari,7
1053969,MrObsolete,889,Black Lagoon,9
505142,Usagi-Desu,223,Dragon Ball,10
445904,KaZenji,7054,Kaichou wa Maid-sama!,6
1198407,jackal9006,2926,Myself; Yourself,9
436680,saintayu,38003,Bungou Stray Dogs 3rd Season,9
426463,matchetator,5065,Detroit Metal City: Birth of the Metal Devil,8
365979,Zefirus,14513,Magi: The Labyrinth of Magic,10
377145,thefuzzyhamster,1222,Bokura ga Ita,7
1060297,lucasandrier,199,Sen to Chihiro no Kamikakushi,9
1231049,radekg12,10897,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,9
1127917,Ownji,226,Elfen Lied,9
429216,IZEROII,26085,Military!,7
45975,Battoushin,7193,Aoi Bungaku Series,9
3034,carrots,32281,Kimi no Na wa.,8
421005,Jaooooo,10521,Working'!!,8
1218593,memoonlemon,10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",10
15410,kevinayP,477,Aria the Animation,10
348611,Sajju,6875,Iron Man,5
5703,SquallAce,1210,NHK ni Youkoso!,9
412471,einziger,40748,Jujutsu Kaisen,10
464958,bllazzer,10087,Fate/Zero,8
466324,SolKanar,38480,Toaru Kagaku no Accelerator,4
45156,Daru,32,Neon Genesis Evangelion: The End of Evangelion,8
444943,Sumomo4ka,28677,Yamada-kun to 7-nin no Majo,10
620011,Myrmidon83,10897,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,5
42775,Taiyo,596,Chobits: Chibits,10
1199169,kimikoprincess,22729,Aldnoah.Zero,10
8126,pewfessional,1694,iDOLM@STER Xenoglossia,8
428740,Quatris,880,Aa! Megami-sama! Sorezore no Tsubasa,5
648341,Gui_MD,30831,Kono Subarashii Sekai ni Shukufuku wo!,9
70095,HiyonoSaeko,158,Maria-sama ga Miteru,10
442483,EmpressSeiChan,33,Kenpuu Denki Berserk,9
26522,garnet,32648,Handa-kun,5
35856,Demilich1988,57,Beck,9
504638,Ryokoful,205,Samurai Champloo,6
1096109,Masoles,48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8
395598,Maroona9,8074,Highschool of the Dead,8
20870,KY791,8425,Gosick,7
1139059,LiquidGold,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",8
5478,Orb,20517,Little Busters! EX,10
97708,bluemer,3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7
494108,Salamandastron,1559,Shijou Saikyou no Deshi Kenichi,6
553501,Natodayo,6045,Kimi ni Todoke,8
508140,Leilaila,532,Bishoujo Senshi Sailor Moon S,8
981125,samuelzz01,246,Groove Adventure Rave,9
63841,logiwingman,8407,Sora no Otoshimono Forte,7
457673,Hellkite,6045,Kimi ni Todoke,8
708255,Re_Hikari,121,Fullmetal Alchemist,9
323989,duhovnik,121,Fullmetal Alchemist,6
419206,MrMosbka,7088,Ichiban Ushiro no Daimaou,8
427782,Sithy,4898,Kuroshitsuji,8
433209,me25,481,Yu☆Gi☆Oh! Duel Monsters,9
16267,SetsunaFZero,3062,Futago no Haha Seihonnou,3
638641,M4L1y,37719,High School DxD Hero: Taiikukan-ura no Holy,8
1273367,dante-gl,5630,Higashi no Eden,8
115430,KeisukeCK,67,Basilisk: Kouga Ninpou Chou,6
501610,xClairex,60,Chrno Crusade,10
98093,Elyccino,10793,Guilty Crown,3
575877,Hekshi,35798,Detective Conan Movie 22: Zero the Enforcer,7
37210,ptitejuju,8211,Dance in the Vampire Bund: Special Edition,2
554165,Lukinin,2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7
59859,Mystic_Spirit,13587,Persona 4 the Animation: No One is Alone,5
412925,fuyuka,48643,Koi wa Sekai Seifuku no Ato de,7
87314,Aris18,532,Bishoujo Senshi Sailor Moon S,7
567533,Karath,6702,Fairy Tail,7
511878,chu-san,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,9
1211539,tamahome10,68,Black Cat (TV),6
297860,SlayMagical,49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,8
329245,UsagiiSan,507,Gravitation: Lyrics of Love,6
1060189,Aeyrie,42976,Biohazard: Infinite Darkness,6
396680,Sesshou,7769,Ookami-san to Shichinin no Nakama-tachi,6
55322,true_cricket,3231,Gunslinger Girl: Il Teatrino,8
25836,Leninha,120,Fruits Basket,4
62441,Oryon,493,Armitage III: Poly-Matrix,7
393676,Akira_Tairo,4752,Vampire Knight Guilty,8
356189,Shinigami_Blade,44511,Chainsaw Man,8
115500,Onizouka,3515,Saint Seiya: Meiou Hades Elysion-hen,8
320400,Lavenda,2041,Ai to Yuuki no Pig Girl Tonde Buurin,7
356118,iLyoshi,20,Naruto,7
1187927,kukurumu,14227,Tonari no Kaibutsu-kun,9
1146151,MonkeyDMills,205,Samurai Champloo,8
351955,Lazeil,11887,Kokoro Connect,9
462464,aymah,2154,Tekkon Kinkreet,9
302473,Defqon,3166,Ayakashi,5
391875,GnarlsBarkley,918,Gintama,10
1279623,alluensse,934,Higurashi no Naku Koro ni,10
106134,Obscure_Master,11241,Brave 10,8
1123121,YukiRyuugu,3712,Zero no Tsukaima: Princesses no Rondo,9
80159,Narutaki,10379,Natsume Yuujinchou San,8
46780,KidKaBOOM,3588,Soul Eater,10
419133,moonie11355,7674,Bakuman.,9
